,Metric,Yield
0,Marketcap_Yield,0.10885766506362282
1,Price_Yield,0.10893668129062117
2,TX_Yield,-0.017086420427099847
3,Bonded_Yield,-0.0315757667321348
4,FeeValue_Yield,0.08998892292705696
