,Metric,Yield
0,Marketcap_Yield,-0.10369187353581932
1,Price_Yield,-0.10383928363713746
2,TX_Yield,-0.30720282754104367
3,Bonded_Yield,0.0049879324215607035
4,FeeValue_Yield,-0.3791423896350161
