,Timestamp,Marketcap,Date,Price
216,1654844492084,2587680447.079221,2022-06-10 07:01:32.084,8.84017656839372
217,1654848154428,2573902381.840476,2022-06-10 08:02:34.428,8.791243173810528
218,1654851885962,2568786613.849292,2022-06-10 09:04:45.962,8.771142855593123
219,1654855425698,2556309444.875296,2022-06-10 10:03:45.698,8.705363770821366
220,1654859021926,2570687381.2111607,2022-06-10 11:03:41.926,8.787011729785474
221,1654862631390,2574033596.8190527,2022-06-10 12:03:51.390,8.797523311243312
222,1654866219638,2491900180.399924,2022-06-10 13:03:39.638,8.402269220012945
223,1654869702259,2417647874.96036,2022-06-10 14:01:42.259,8.241632306356134
224,1654873231747,2458781878.4779468,2022-06-10 15:00:31.747,8.39688386123356
225,1654876966923,2442393723.996789,2022-06-10 16:02:46.923,8.369844371331512
226,1654880498951,2391743290.4674788,2022-06-10 17:01:38.951,8.206692652106016
227,1654884106214,2406069425.71386,2022-06-10 18:01:46.214,8.214415649190098
228,1654887715768,2396842609.243109,2022-06-10 19:01:55.768,8.1919205538947
229,1654891347475,2400341233.551706,2022-06-10 20:02:27.475,8.185763634473084
230,1654894982853,2408131367.477519,2022-06-10 21:03:02.853,8.224501171148228
231,1654898426404,2405814796.4647546,2022-06-10 22:00:26.404,8.254317008490325
232,1654902133963,2397988118.21262,2022-06-10 23:02:13.963,8.1963972239017
233,1654905771195,2369306585.9919844,2022-06-11 00:02:51.195,8.10635528160164
234,1654909359721,2410101275.473396,2022-06-11 01:02:39.721,8.2475481945767
235,1654912937755,2411953239.5835056,2022-06-11 02:02:17.755,8.243565615105826
236,1654916450039,2409865570.4277806,2022-06-11 03:00:50.039,8.253261337111446
237,1654920136327,2422196661.263269,2022-06-11 04:02:16.327,8.282263874590841
238,1654923751917,2439672299.698066,2022-06-11 05:02:31.917,8.338303724905543
239,1654927206096,2423575737.6368904,2022-06-11 06:00:06.096,8.266346031787815
240,1654930914777,2425563637.161335,2022-06-11 07:01:54.777,8.284626279987888
241,1654934537545,2437465915.068353,2022-06-11 08:02:17.545,8.330762750989173
242,1654938111065,2382289452.484836,2022-06-11 09:01:51.065,8.141269724832759
243,1654941691339,2388777978.9757524,2022-06-11 10:01:31.339,8.145996090919828
244,1654945244752,2350901097.8886595,2022-06-11 11:00:44.752,8.011159212709961
245,1654948953334,2287331648.5944104,2022-06-11 12:02:33.334,7.790819096882851
246,1654952532980,2273473148.0673127,2022-06-11 13:02:12.980,7.763751117211113
247,1654956204678,2280186074.433946,2022-06-11 14:03:24.678,7.794525482999575
248,1654959643796,2251871563.628883,2022-06-11 15:00:43.796,7.612618659664542
249,1654963248446,2174954834.926425,2022-06-11 16:00:48.446,7.456027985887958
250,1654966884292,2225302278.3793664,2022-06-11 17:01:24.292,7.614596855948032
251,1654970496477,2226258016.466264,2022-06-11 18:01:36.477,7.640035456275259
252,1654974137948,2251085004.423047,2022-06-11 19:02:17.948,7.68331658471746
253,1654977735497,2230769296.5854874,2022-06-11 20:02:15.497,7.605232452082331
254,1654981271438,2206870659.621503,2022-06-11 21:01:11.438,7.521554617504216
255,1654984905663,2231781947.506296,2022-06-11 22:01:45.663,7.614845737326035
256,1654988549372,2265613066.673879,2022-06-11 23:02:29.372,7.741059171964871
257,1654992194788,2204026961.6151247,2022-06-12 00:03:14.788,7.532565826721245
258,1654995812520,2221954479.115912,2022-06-12 01:03:32.520,7.591593857582547
259,1654999303987,2148158906.3500266,2022-06-12 02:01:43.987,7.341970236217475
260,1655002936305,2079885532.8896945,2022-06-12 03:02:16.305,7.10862573158601
261,1655006503237,2095179172.3116324,2022-06-12 04:01:43.237,7.169168211667121
262,1655010133363,2073686770.167438,2022-06-12 05:02:13.363,7.071222971850134
263,1655013760688,2055657907.335146,2022-06-12 06:02:40.688,7.0479321754298425
264,1655017234653,2111340527.334434,2022-06-12 07:00:34.653,7.238017808881834
265,1655020920711,2092532539.0067744,2022-06-12 08:02:00.711,7.2275681671822944
266,1655024520835,2127824204.2372985,2022-06-12 09:02:00.835,7.272470360192162
267,1655028202309,2116372907.0363672,2022-06-12 10:03:22.309,7.22490969234993
268,1655031640068,2138990899.8239973,2022-06-12 11:00:40.068,7.285015472015893
269,1655035370518,2122076140.4534583,2022-06-12 12:02:50.518,7.299615568012585
270,1655038943301,2136422334.880087,2022-06-12 13:02:23.301,7.279415366942624
271,1655042441946,2100542092.5397143,2022-06-12 14:00:41.946,7.129482738336442
272,1655046085466,2192517319.234827,2022-06-12 15:01:25.466,7.583119221372954
273,1655049616287,2227876010.5780783,2022-06-12 16:00:16.287,7.644243177848392
274,1655053342832,2214834604.8972826,2022-06-12 17:02:22.832,7.547682290785508
275,1655056854116,2230006888.572041,2022-06-12 18:00:54.116,7.605575785975333
276,1655060550369,2179615886.584584,2022-06-12 19:02:30.369,7.45870184159096
277,1655064148572,2194018406.1566186,2022-06-12 20:02:28.572,7.526487944792175
278,1655067798527,2166262483.078057,2022-06-12 21:03:18.527,7.403844579457808
279,1655071215735,2187026322.9477363,2022-06-12 22:00:15.735,7.431514220533858
280,1655074925026,2135000635.0966804,2022-06-12 23:02:05.026,7.259631829637569
281,1655078521163,2105090453.5564935,2022-06-13 00:02:01.163,7.134213352669133
282,1655082064912,2055234691.3197448,2022-06-13 01:01:04.912,6.926185869104203
283,1655085781697,1984646419.326115,2022-06-13 02:03:01.697,6.774240459262269
284,1655089324741,1971589448.97786,2022-06-13 03:02:04.741,6.693704882849384
285,1655092835739,1962941579.7314029,2022-06-13 04:00:35.739,6.667056357941204
286,1655096411801,1954211673.2979825,2022-06-13 05:00:11.801,6.647598520144204
287,1655100100867,1918081962.302477,2022-06-13 06:01:40.867,6.457604764900651
288,1655103846178,1857457852.850033,2022-06-13 07:04:06.178,6.348413159911387
289,1655107356592,1811169846.1497493,2022-06-13 08:02:36.592,6.190210167347511
290,1655110993835,1767444281.301483,2022-06-13 09:03:13.835,6.015202048076073
291,1655114585239,1776753059.5986934,2022-06-13 10:03:05.239,6.093675528497254
292,1655118338045,1780991064.6030936,2022-06-13 11:05:38.045,6.072775180366119
293,1655121826073,1751584985.4915798,2022-06-13 12:03:46.073,6.01011500627352
294,1655125332469,1807788209.5878892,2022-06-13 13:02:12.469,6.161471851401523
295,1655128895909,1832118401.2363176,2022-06-13 14:01:35.909,6.274096961308077
296,1655132505138,1787508198.0981746,2022-06-13 15:01:45.138,6.089287867424042
297,1655136101181,1850362020.0403583,2022-06-13 16:01:41.181,6.34277404005604
298,1655139665034,1922501974.6074965,2022-06-13 17:01:05.034,6.494768024807694
299,1655143272025,1873940472.0095544,2022-06-13 18:01:12.025,6.427604106678608
300,1655146870979,1900218779.8235693,2022-06-13 19:01:10.979,6.457784953845752
301,1655150637356,1901121563.937248,2022-06-13 20:03:57.356,6.482663318193415
302,1655154040854,1936845860.951366,2022-06-13 21:00:40.854,6.589796364896656
303,1655157852261,1875059800.2069955,2022-06-13 22:04:12.261,6.408573035985857
304,1655161464676,1819730684.0815845,2022-06-13 23:04:24.676,6.1904739052604025
305,1655164900498,1867660252.426768,2022-06-14 00:01:40.498,6.465381924737691
306,1655168634346,1884900057.6725624,2022-06-14 01:03:54.346,6.380732973853649
307,1655172059728,1764312000.8166828,2022-06-14 02:00:59.728,6.030059582234047
308,1655175642936,1785347577.444524,2022-06-14 03:00:42.936,6.195961279763209
309,1655179276553,1915912007.0082445,2022-06-14 04:01:16.553,6.54821962125494
310,1655182857880,1890138240.885494,2022-06-14 05:00:57.880,6.444451261594711
311,1655186470215,1961223227.9665663,2022-06-14 06:01:10.215,6.749828671763865
312,1655190150208,1961457165.3153288,2022-06-14 07:02:30.208,6.7304054094306665
313,1655193620154,1972228186.442412,2022-06-14 08:00:20.154,6.740927597878363
314,1655197380798,1914820958.7070448,2022-06-14 09:03:00.798,6.5323488474209
315,1655200865948,1904843951.010376,2022-06-14 10:01:05.948,6.503466538099544
316,1655204509422,1908326296.911976,2022-06-14 11:01:49.422,6.485992124653252
317,1655208092347,1861143195.638931,2022-06-14 12:01:32.347,6.423938674913777
318,1655211800894,1891620885.886182,2022-06-14 13:03:20.894,6.4406657617136025
319,1655215266801,1894414434.2870712,2022-06-14 14:01:06.801,6.464885691222593
320,1655219001166,1886642740.3185604,2022-06-14 15:03:21.166,6.48026160724978
321,1655222402972,1909133120.9849708,2022-06-14 16:00:02.972,6.513063038877598
322,1655226074331,1863739101.136753,2022-06-14 17:01:14.331,6.365605620302087
323,1655229731821,1867756105.7827215,2022-06-14 18:02:11.821,6.352705283064848
324,1655233227445,1866657357.952729,2022-06-14 19:00:27.445,6.361126445839495
325,1655236833547,1844236476.553995,2022-06-14 20:00:33.547,6.31861342666322
326,1655240490656,1838130858.186396,2022-06-14 21:01:30.656,6.282232193929745
327,1655244121638,1813025788.0220284,2022-06-14 22:02:01.638,6.1584500637733735
328,1655247628825,1825687714.3700907,2022-06-14 23:00:28.825,6.2537663949302535
329,1655251258498,1864865035.1979263,2022-06-15 00:00:58.498,6.379412037332482
330,1655254981285,1845974365.9586935,2022-06-15 01:03:01.285,6.285853217372973
331,1655258458197,1871849120.2356036,2022-06-15 02:00:58.197,6.503304192942746
332,1655262136072,1904353110.3247287,2022-06-15 03:02:16.072,6.5169332590454
333,1655265612096,1902805693.9245703,2022-06-15 04:00:12.096,6.493701210594838
334,1655269256557,1849121734.019364,2022-06-15 05:00:56.557,6.319922001198954
335,1655273006051,1866440077.1443636,2022-06-15 06:03:26.051,6.384930409090964
336,1655276506234,1865111423.571828,2022-06-15 07:01:46.234,6.424588429285359
337,1655280134500,1850896153.2533112,2022-06-15 08:02:14.500,6.309023036773796
338,1655283648451,1766978080.2640777,2022-06-15 09:00:48.451,6.03917169954171
339,1655287235494,1782023537.6192205,2022-06-15 10:00:35.494,6.073361763214128
340,1655290869685,1882429240.994941,2022-06-15 11:01:09.685,6.419145828815094
341,1655294468436,1924916077.8294396,2022-06-15 12:01:08.436,6.589719133084956
342,1655298183434,1955959228.7045796,2022-06-15 13:03:03.434,6.617853803857866
343,1655301657862,1962889644.5089116,2022-06-15 14:00:57.862,6.708757580439296
344,1655305328157,1918006947.024273,2022-06-15 15:02:08.157,6.544809937480859
345,1655308857244,1913215889.850198,2022-06-15 16:00:57.244,6.671573148624184
346,1655312439824,1884557366.98574,2022-06-15 17:00:39.824,6.401778946886044
347,1655316163482,1891761183.2827969,2022-06-15 18:02:43.482,6.576847712918259
348,1655319791548,2069652833.953345,2022-06-15 19:03:11.548,7.012348425958282
349,1655323346761,2069592791.4773316,2022-06-15 20:02:26.761,6.999054803138963
350,1655326977108,2061095330.4550047,2022-06-15 21:02:57.108,7.038990772895792
351,1655330544564,2106606199.5390692,2022-06-15 22:02:24.564,7.206699236781606
352,1655334104762,2123202747.846914,2022-06-15 23:01:44.762,7.230292615192684
353,1655337776654,2128248285.546628,2022-06-16 00:02:56.654,7.307593387641837
354,1655341441751,2130438688.1983836,2022-06-16 01:04:01.751,7.258541751539402
355,1655344882471,2124806466.4467623,2022-06-16 02:01:22.471,7.23146420261883
356,1655348533304,2120391103.382972,2022-06-16 03:02:13.304,7.26531461381718
357,1655352156118,2107542555.2800248,2022-06-16 04:02:36.118,7.20371939486339
358,1655355670053,2104840226.4836133,2022-06-16 05:01:10.053,7.169489863102333
359,1655359267639,2083938461.4585967,2022-06-16 06:01:07.639,7.1034070834608345
360,1655362859356,2058641847.1675928,2022-06-16 07:00:59.356,7.024049205294167
361,1655362939589,2058641847.1675928,2022-06-16 07:02:19.589,7.024049205294167
362,1655362995157,2055139611.5121143,2022-06-16 07:03:15.157,7.022138890297963
363,1655366459749,2021863390.9437556,2022-06-16 08:00:59.749,6.904020141957391
364,1655370106848,2030971270.662649,2022-06-16 09:01:46.848,6.952117336246557
365,1655373688613,1950909905.2794645,2022-06-16 10:01:28.613,6.653719346335056
366,1655377362734,1912300995.7564583,2022-06-16 11:02:42.734,6.5982829519989945
367,1655380890847,1926217872.606652,2022-06-16 12:01:30.847,6.543828104058085
368,1655384448318,1942519763.2323608,2022-06-16 13:00:48.318,6.620653773161588
369,1655388153791,1926826419.576712,2022-06-16 14:02:33.791,6.495320712161093
370,1655391716003,1904059925.017368,2022-06-16 15:01:56.003,6.502521721385255
371,1655395358766,1925641689.1682656,2022-06-16 16:02:38.766,6.561861874882078
372,1655398856115,1940397800.4097464,2022-06-16 17:00:56.115,6.6297294778632745
373,1655402454180,1926524180.6391056,2022-06-16 18:00:54.180,6.500558149764869
374,1655406059639,1903904344.155344,2022-06-16 19:00:59.639,6.50250196672059
375,1655409704068,1869895669.6042387,2022-06-16 20:01:44.068,6.396825667015624
376,1655413287196,1880429790.318819,2022-06-16 21:01:27.196,6.470282526977786
