,Date,Index,Timestamp,Marketcap,Price,TxFee,Bonded Ratio,FeeValue,AggValue
0,2022-06-01,16,1654124557255,3053615653.6826115,10.445806688055717,90.792659,62.5,948.4025646085621,3.105834761702259e-07
1,2022-06-02,40,1654210989364,2824612798.260025,9.636727245690237,119.934599,62.54,1155.7770178842331,4.09180691454842e-07
2,2022-06-03,64,1654297330253,2830619688.457851,9.674482386417273,110.587397,62.68,1069.8758244362343,3.779652310053397e-07
3,2022-06-04,88,1654383873370,2699309019.952298,9.212816342570523,91.337947,62.75,841.4797308184403,3.1173893933541216e-07
4,2022-06-05,112,1654470002695,2728838117.24514,9.342251113319776,102.712021,62.67,959.5614925385742,3.5163738239895514e-07
5,2022-06-06,136,1654556510531,2847909936.1046886,9.73166750461766,111.873269,62.7,1088.7134565626502,3.8228507255807733e-07
6,2022-06-07,160,1654642923668,2772685767.7011065,9.468175608629252,116.347368,62.84,1101.5973118258116,3.9730333839422764e-07
7,2022-06-08,184,1654729286073,2741937032.8759828,9.341483599200206,81.169207,62.96,758.2408159505866,2.7653472959416487e-07
8,2022-06-09,208,1654815708398,2682907637.3873897,9.10321805323524,72.331226,62.95,658.4469223358382,2.454228811905849e-07
9,2022-06-10,232,1654902133963,2628130381.798031,8.973260649210529,75.479772,62.94,677.2996678989826,2.5771159322605955e-07
10,2022-06-11,256,1654988549372,2439672299.698066,8.338303724905543,68.357696,62.87,569.9872311827608,2.336327019220173e-07
11,2022-06-12,280,1655074925026,2230006888.572041,7.644243177848392,107.054046,62.56,818.347160796568,3.6697068739576276e-07
12,2022-06-13,304,1655161464676,2105090453.5564933,7.134213352669133,142.076267,62.58,1013.6024011287849,4.815006402296543e-07
13,2022-06-14,328,1655247628825,1972228186.442412,6.749828671763865,112.963203,62.63,762.4822664636818,3.8660955750717636e-07
14,2022-06-15,352,1655334104762,2123202747.846914,7.230292615192684,104.357183,62.63,754.5329695872115,3.55374902539272e-07
15,2022-06-16,378,1655420553676,2130438688.198384,7.307593387641837,104.132467,62.92,760.9577272880318,3.5718358453748296e-07
16,2022-06-17,402,1655506900392,1912552229.576948,6.564335582958612,88.745814,62.75,582.5573046788265,3.0459680821772217e-07
17,2022-06-18,426,1655593275279,1888548085.0415869,6.4452505481109,97.820602,62.63,630.4782886570382,3.338428571932044e-07
18,2022-06-19,450,1655679688749,2000279470.1136985,6.834853745041461,107.350019,62.37,733.7216793924221,3.6680958353820247e-07
19,2022-06-20,474,1655766093916,2024811151.3534176,6.939186956830596,108.821854,62.09,755.1351898949234,3.729410465712708e-07
20,2022-06-21,498,1655852452272,2097175546.805604,7.140426576268679,102.016395,62.12,728.4405780731232,3.4734363519671794e-07
21,2022-06-22,522,1655938905262,2173092618.1912646,7.381456096876061,121.547804,62.17,897.1997788976964,4.12867712764339e-07
22,2022-06-23,546,1656025209550,2372415555.5578785,8.108433852522046,149.344327,62.21,1210.948596728922,5.10428535124052e-07
23,2022-06-24,570,1656111705954,2477471057.266276,8.447443414567367,123.153946,62.23,1040.3359901156853,4.199185242000876e-07
24,2022-06-25,594,1656198098296,2519767694.364831,8.585610188404587,102.933958,62.18,883.7508385376099,3.507271088973862e-07
25,2022-06-26,618,1656284626356,2530263884.440874,8.676072597338717,102.568446,62.21,889.8912836922159,3.516990022915574e-07
26,2022-06-27,642,1656370902365,2498669338.5560927,8.55198307876915,148.719605,62.18,1271.847545441232,5.090099461404505e-07
27,2022-06-28,666,1656457292532,2331694483.985585,7.9472458897669185,135.957472,62.17,1080.4874605351008,4.633915240422984e-07
28,2022-06-29,690,1656543755722,2173028860.019872,7.427157837459334,125.556858,62.15,932.5306019414687,4.2913861803609033e-07
29,2022-06-30,697,1656568951119,2215473222.6393147,7.572036878497221,29.422841,62.22,222.79083712216004,1.0056128634077877e-07
