,Date,Index,Timestamp,Marketcap,Price,TxFee,Bonded Ratio,FeeValue,AggValue
0,2022-02-01,16,1643756543446,8441795570.4108305,29.56528954962521,98.098352,62.51,2900.3061812210553,3.4356508127096335e-07
1,2022-02-02,40,1643842945540,8380617107.024742,29.063002558735487,129.382973,62.73,3760.257675355804,4.4868505831198367e-07
2,2022-02-03,64,1643929267485,8468947358.939822,29.49138317069704,139.96581,62.88,4127.785333506979,4.874024077088741e-07
3,2022-02-04,88,1644015636755,8955512330.62538,31.252338045383222,142.919223,62.99,4466.5598703795085,4.987497873354612e-07
4,2022-02-05,112,1644102102534,9211508204.74895,31.999401169443484,139.768795,63.0,4472.517742174707,4.855358799842268e-07
5,2022-02-06,136,1644188424999,9194363105.02896,31.836572787642574,140.45132,62.99,4471.488672300479,4.863293543252331e-07
6,2022-02-07,160,1644274867250,9517489119.251877,32.90550708713211,158.024959,63.03,5199.891408318261,5.4635117972449e-07
7,2022-02-08,184,1644361286754,9275440313.187096,32.28129382527344,141.636292,63.22,4572.202758374226,4.929364649000895e-07
8,2022-02-09,208,1644447713761,9043156980.572693,31.33488344865336,132.070852,63.37,4138.424754384348,4.5763053359295613e-07
9,2022-02-10,232,1644534101269,8919335828.48077,30.963072795708523,124.092326,63.44,3842.2797233267934,4.307809232900303e-07
10,2022-02-11,252,1644620479171,8432302976.083333,29.30183229793958,128.595102,63.46,3768.0721131404343,4.4686156603099694e-07
11,2022-02-12,276,1644706857687,8071748776.579959,28.094246363590823,123.939738,63.54,3481.9935336108997,4.313803154669338e-07
12,2022-02-13,300,1644793248522,7952228660.898913,27.52149232202641,122.374834,63.58,3367.9380543402567,4.2352127912271925e-07
13,2022-02-14,324,1644879675999,7854922244.855465,27.27078364854449,116.774975,63.63,3184.545078789192,4.05420318562019e-07
14,2022-02-15,348,1644966116052,8287930491.711109,28.726818486295937,133.871986,63.74,3845.716242221951,4.6401405586932863e-07
15,2022-02-16,372,1645052433295,8397083911.699718,28.989646487577623,132.761128,63.81,3848.6981680120434,4.583374667305187e-07
16,2022-02-17,396,1645138873574,8790077201.678276,30.47333736740488,150.1305,63.89,4574.977375637179,5.204706705833807e-07
17,2022-02-18,420,1645225310942,8336939890.939101,28.93425524263854,149.712253,63.91,4331.812541252478,5.195926320592108e-07
18,2022-02-19,444,1645311722891,7907673053.604964,27.41367096109888,106.522118,64.04,2920.1622929313485,3.6928212296284803e-07
19,2022-02-20,468,1645398125301,7698851971.6136465,26.73257329481841,102.518056,64.11,2740.571446062298,3.559714430368358e-07
20,2022-02-21,493,1645484503569,7864180433.290945,27.280700736826745,134.356103,64.1,3665.32863810927,4.6607890920114985e-07
21,2022-02-22,517,1645570886540,7140169521.303597,24.77420857095191,144.356314,63.77,3576.3134315698253,5.008723421621073e-07
22,2022-02-23,541,1645657296255,7722442279.033167,26.672581643507133,174.029466,60.21,4641.815140260949,6.010812347362854e-07
23,2022-02-24,565,1645743703717,7335448412.069629,25.31344771742493,149.344275,60.31,3780.418497109231,5.153629723424939e-07
24,2022-02-25,589,1645830217258,7923179702.867316,27.42783920957726,137.031341,60.05,3758.473587620752,4.7436429925483065e-07
25,2022-02-26,613,1645916545241,8714446660.950457,30.270400872769663,138.790869,60.08,4201.25524211006,4.821023532034382e-07
26,2022-02-27,637,1646002874728,8540384062.716004,29.883989619099165,140.997514,60.18,4213.568244694789,4.933698781872808e-07
27,2022-02-28,646,1646031630591,7950441872.1742735,27.629608096445505,39.698156,60.2,1096.8444924315565,1.3796019266179394e-07
