,Timestamp,P_ATOM,M_ATOM,P_OSMO,M_OSMO,P_JUNO,M_JUNO,P_ROWAN,M_ROWAN,P_EVMOS,M_EVMOS,P_STARS,M_STARS,P_AKASH,M_AKASH,P_SECRET,M_SECRET,P_KAVA,M_KAVA,P_ETH,M_ETH,P_BTC,M_BTC
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,1668595035418.8333,11.6732734672746,3416257393.280896,1.2497146127289065,600810776.3317896,2.3883164221549595,151764099.11085483,0.005927970071957916,14637593.68746551,1.3197913687306753,456509046.5586767,0.04839510756275297,60950629.495356746,0.2515792782070808,49029040.294525154,0.8235534376210895,153531560.6906561,1.1190424848509195,360394765.7095838,1337.4456794591463,161179424182.65952,17978.849272738666,345212634685.7031
std,758185894.2621765,2.0096260279808753,587259817.8956238,0.22876529248445604,103867819.4474992,0.5025676817038535,30994996.64267483,0.0028501912222785933,6969645.456817002,0.4521720069698765,147296875.4833748,0.00887565881191018,10437034.69645819,0.046312396860206724,8920154.115644386,0.11850913784935622,21396391.636890486,0.20902259089520994,58517900.91279146,172.938906560354,20868283400.93771,1851.4645530331238,35586828246.53479
min,1667343804778.0,9.378317602229671,2747449634.049875,0.9994460109424192,487858594.85679466,1.707781066577848,109893576.99435645,0.0012635982283803822,3165763.9759681886,0.6816611547188066,244928050.9694345,0.03722056411047288,47901941.82066748,0.18361112874992885,35984052.804198645,0.6460115542610514,120404173.64658754,0.8699357675110303,286070962.91794395,1137.0612616450978,136780347739.8251,16232.919812409002,311576566413.1943
25%,1667970053410.0,10.176249477562864,2978309165.286693,1.0426107565033944,507822046.6930524,1.9255651132565634,123329113.86901909,0.003092821940219631,7750898.357223164,0.9720684633134703,344245338.553223,0.04027613867697522,51625272.68870816,0.2170994614598453,42321330.13689307,0.7214983565255811,136618581.31376803,0.9810994720847566,317864336.11690885,1222.2385639219638,147281081269.81204,16721.906259599094,321055308904.0551
50%,1668596468246.0,10.62169834624059,3105971780.016017,1.1709471433949896,565274767.2693703,2.3633039940356735,150418178.5545936,0.0077697352820540015,18993996.899959307,1.2193194449711962,421035233.0693547,0.04640073014069309,58505057.82427655,0.24903936352672368,48802328.523988664,0.8006311444681302,150759542.19708794,1.0271944353189189,336714584.91878307,1273.1649560132346,153324305145.63617,16979.880679648286,325925553753.9204
75%,1669222823226.0,13.474668438720531,3934742775.3365407,1.4914614846575578,707966441.2930367,2.854974955959853,179972450.81674814,0.008260447883671144,19963074.37256679,1.7418834915813544,596137610.1553376,0.055366423959317096,68437450.28640395,0.26965277174944186,52853400.3265993,0.9147410027282541,169831437.7625298,1.335001400229129,424043912.7381011,1499.1761689427874,180781819458.00748,19925.381612275058,382993558972.0427
max,1669806050722.0,15.723658281036517,4588728984.621137,1.670271604921642,794848622.6852355,3.2939915126898596,207874760.464577,0.008891911660351984,22091617.825806394,2.0729781909938074,696410349.0459914,0.0658434475169228,81859640.98918854,0.34807280454557044,67671244.75048855,1.096387401808245,202219063.39611056,1.4835986081879418,464307893.0734039,1659.611355492511,200176134022.79932,21417.69311311931,411301305782.0186
