Date,Timestamp,P_ATOM,M_ATOM,P_OSMO,M_OSMO,P_JUNO,M_JUNO,P_ROWAN,M_ROWAN,P_EVMOS,M_EVMOS,P_STARS,M_STARS,P_AKASH,M_AKASH,P_SECRET,M_SECRET,P_KAVA,M_KAVA,P_ETH,M_ETH,P_BTC,M_BTC
2022-11-11,1668207713600,12.298487865613131,3597748789.518651,1.2913134988727772,618167130.0339421,2.589401533377408,164156298.3604259,0.008862944269922445,22091617.825806394,1.5180798196180838,525887131.6981799,0.051759064351894986,64840635.19045077,0.2587570111822015,50652600.67179008,0.7577241433362153,141233098.1022879,1.0365304924125915,331624236.5810837,1301.5538803074423,156380990539.85645,17594.923500278233,337251448973.2451
2022-11-12,1668294042405,11.738848248540494,3420253219.776435,1.2313821355464376,589840074.2780575,2.4876448291335267,158146972.50340274,0.008865746708472474,22071558.194437288,1.381338837042401,477647907.57071525,0.049753779024490075,62446402.89900699,0.24115162254450892,47054431.27604845,0.6913075242468213,128617770.79530363,1.0250363757790601,327901298.52151376,1293.9115948871518,155222424523.53937,17080.215260565037,325921112619.09045
2022-11-13,1668380404270,11.063154080905615,3239439606.139419,1.197261409399959,574451796.8061578,2.4027188212561295,152033714.02459523,0.008814303204486893,21956586.006789092,1.3038086386913759,452608993.43123317,0.04814278136071012,60477569.82801897,0.2269212506453802,44181563.786841564,0.6801018781203857,126655775.10597032,0.9809346169873719,315017520.4126182,1271.2857271598573,152950939351.69632,16903.961634132105,324640806223.15607
2022-11-14,1668466896535,10.614925752227265,3102534150.9272156,1.1579534308326755,561150336.5884932,2.3321480643472747,148802643.08459195,0.008365542122654559,20821989.988334272,1.2239203045974938,418283002.0361692,0.04624217722337435,58205740.948908485,0.21446504163749738,41759220.5001109,0.6542174681032938,121663684.92400007,0.9298585923757752,297617134.8006635,1276.5814932358912,154252535418.8593,16988.28378838569,328051302551.8269
2022-11-15,1668553233712,10.810588796742818,3165470447.4222674,1.2026651770452288,577337359.9964466,2.4109760765697534,153160215.7947504,0.007968467815241898,19891493.141980834,1.2791535323453376,444032820.5052701,0.04755124973389882,60011549.05642851,0.20336483640301742,39612676.4844761,0.6460115542610514,120404173.64658754,1.257791149371322,405898311.5368636,1277.0764869617165,154127609727.50546,17044.682788091155,327598675467.3608
2022-11-16,1668639702780,10.628470940253916,3109409409.1048183,1.1839408559573037,569399197.9502475,2.3944599237240722,152090769.58378652,0.007623710784986337,19055886.476767514,1.2147185853448985,423787464.10254025,0.04655928305801183,58804374.69964461,0.1987282026320398,38622076.734270796,1.096387401808245,202219063.39611056,1.1289904144436134,358053189.8400933,1265.1076672415088,152413944563.75592,16971.477570910884,325929994888.7503
2022-11-17,1668726111634,10.183009531573287,2978614320.2788663,1.1311850736634363,545885666.6911016,2.2873007055078847,145554461.15995622,0.00670339461096203,16729667.038076835,1.159932303288335,406101642.9305805,0.04455139825124403,56332832.69066447,0.19298997814378765,37696626.33670516,0.9123385727398328,170045965.38936964,1.0084108598780865,318457598.93268555,1222.934440747988,147296396729.53848,16717.80065833992,320974566220.2848
2022-11-18,1668812479762,10.207969554954625,2990896364.5993333,1.131035243626096,548290102.4315748,2.2086412603534815,140678364.6155169,0.0061023058057919554,15299694.315415235,1.1360516171411486,398759713.1409441,0.044315474418832955,56354017.47338805,0.19572777834946228,38088688.72616457,0.8610377723050856,161771887.32310694,0.9815940373769102,319722226.25272924,1227.9540873695992,147790203443.09976,16945.238957407422,325783302759.8344
2022-11-19,1668898894153,10.010933884397998,2929193269.8766165,1.1267396865040846,545653241.1471103,2.1569576332594496,137615016.6472422,0.004942803803934333,12410691.982959185,1.1133891788100811,391761896.81090033,0.044131240333080475,56075827.85490613,0.19105426520726915,37266377.78407949,0.7770413035974593,149651730.3223213,0.9626743538326992,310910890.13204736,1224.9266827409533,147612740801.9027,16749.81904501506,321791822720.3142
2022-11-20,1668985271630,10.053888496388796,2936422003.4794016,1.1255730652597256,543859665.3263662,2.163763571744242,138289997.7057951,0.004441507079597761,11146581.755165068,1.1046228165590766,387405284.49428135,0.044643781576693686,56572820.6049264,0.1886014951034106,36816218.20776964,0.7185997774737645,134636923.89994395,0.9270761819491228,302727357.1769329,1222.1708911821718,147275976116.5699,16734.223063376623,321541931547.2179
2022-11-21,1669071713519,9.378317602229671,2747449634.049875,1.0565708728764436,511970183.4434433,1.9849563889344484,125600188.83794455,0.003666076852840129,9215320.633315349,1.023843249033835,362194245.3806714,0.04176193626429676,53279384.07270172,0.18361112874992885,35984052.804198645,0.6663628188773882,124734939.1201316,0.8699357675110303,286070962.91794395,1144.2531525085535,137964810712.74976,16304.07685562355,313370674122.3842
2022-11-22,1669158075801,9.53076132458954,2795273540.4994454,1.0382108490920021,505212127.30259883,1.919736544498392,122783885.50458851,0.0032979583701326465,8244426.8210741505,0.9891424599461175,350570244.24005353,0.03969567655118903,50547786.978034474,0.23638932134923668,46638855.65710938,0.7510061548138102,139461422.56027392,1.0501310454604476,339569199.27447945,1137.0612616450978,136780347739.8251,16232.919812409002,311576566413.1943
2022-11-23,1669244405701,9.924646478392711,2904857768.403141,1.0544219049122796,511549807.3170433,1.943050819531078,124964798.96231085,0.0030244431302486256,7586388.869272836,0.9663771311025879,342137036.65761286,0.040458979419237436,51487788.88147144,0.225002720926889,44007659.04723957,0.7300506814450703,136789299.68343103,0.9907270594627527,335997382.5067985,1175.940095367909,141681770788.2138,16633.46357404885,319494112507.07404
2022-11-24,1669330890450,10.173996126226056,2978207446.955969,1.0359056990620839,502930389.3909484,1.8582381536137005,119140619.79785897,0.0026401811814560127,6629645.853259282,0.9006472746857909,320344478.59943455,0.039362067823243155,50254157.99523544,0.24376262899443057,47598983.602613166,0.7048698903219484,133275283.79490381,0.9819869115228888,325758284.76380265,1211.7822648807248,146205606164.27365,16753.6264666303,321297536955.36615
2022-11-25,1669417286225,10.170007409720606,2974304857.698724,1.0214100221960836,497460672.3708424,1.8422634732371677,118159533.30520491,0.0023928941953733447,6011304.828068046,0.851368665766832,304906330.6042792,0.03864191019895436,49408010.58587634,0.24556724798751742,48048944.32838374,0.718647581552418,136561675.19054705,1.0293524948587778,337431787.3307677,1204.3773534749992,145091739838.44122,16572.35337630616,318270913951.66583
2022-11-26,1669503644895,10.353133902112145,3034940486.0824065,1.038673707033766,506579459.8183888,1.8405562686293697,118085788.60764425,0.0019925781507966465,5015078.50576958,0.829404258427099,296272767.0477279,0.04016143719530235,51624240.248591885,0.24688903666556627,47917774.92437683,0.8893629202331397,164430666.87031567,1.0145078164178012,351837513.83809036,1222.4415821413397,147509552907.54327,16650.140631394148,319993006449.71265
2022-11-27,1669590009923,10.263274415024865,3001612380.9983845,1.0349554603326014,505886827.3527408,1.8327205091920118,117727432.76899529,0.0015826156091565667,3938580.2686779234,0.7850463967018071,281635203.7242658,0.04021519176288782,51628370.009056985,0.2511896903878811,49555712.719593585,0.7897614861236887,147900686.9068881,0.9838508170090716,327257350.2081845,1221.4785646369387,147302893173.02383,16597.834652245816,318996595503.73724
2022-11-28,1669676485970,9.951401668242932,2918005985.856218,0.9994460109424192,487858594.85679466,1.721480226326828,110560130.71112974,0.0015427184755192772,3826408.4021290285,0.6816611547188066,244928050.9694345,0.038334763206058685,49237156.65286366,0.26203482895429286,51219733.92427578,0.8324138422037552,153658240.327387,0.8891587169784579,317666581.8449833,1197.2523052426686,144507830172.60718,16436.54148294756,312412993758.59174
2022-11-29,1669762869992,10.25518260617752,3005077268.283505,1.0198097160241137,499468482.85878485,1.7168970965153219,110392187.21415052,0.0014276411696195809,3576904.3145609507,0.7074844755421286,253779825.7543133,0.03722056411047288,47942118.82680529,0.26517842523667307,51946652.73288999,0.8476223623823238,158810973.10545883,0.9138755359223969,305883734.8717985,1222.525064662658,147098564079.25247,16838.602095757018,323404857725.81134
2022-11-30,1669806050722,10.549724681864323,3078958848.111534,1.0234043404165023,499604171.8976691,1.707781066577848,109893576.99435645,0.0012635982283803822,3165763.9759681886,0.7056323340512033,253913396.9045142,0.03723793005940828,47901941.82066748,0.27013575684853064,53058866.76358125,0.8085692288398963,151867354.07185462,0.9127775013324224,305926941.6182091,1275.0441848666117,153697670939.57605,17013.2431892632,327021642474.97943
