,Date,Index,Timestamp,Marketcap,Price,TxFee,Bonded Ratio,FeeValue,AggValue
0,2022-09-01,11,1662073228827,3731936776.061597,12.744357980300023,68.858357,66.11,877.555551543298,2.3514748619868195e-07
1,2022-09-02,35,1662159723200,3776581982.091179,12.932816470761216,120.459406,66.3,1557.8793899749123,4.125104121564122e-07
2,2022-09-03,59,1662246053294,3744391868.414839,12.779383473413658,105.377035,66.21,1346.6535395563326,3.596454609667841e-07
3,2022-09-04,83,1662332548514,3782230943.9801936,12.94601707773633,113.701355,66.17,1471.9796835917612,3.8918292018486256e-07
4,2022-09-05,107,1662418826390,3831951139.724207,13.090080478046556,107.6279,66.17,1408.8578726831468,3.6766070894749066e-07
5,2022-09-06,131,1662505239990,3768733122.5832367,12.858289371787237,118.015951,66.11,1517.4832484446633,4.0265075798323475e-07
6,2022-09-07,155,1662591743407,3835550287.80419,13.080023524568787,112.924951,66.13,1477.0610155907775,3.85097549180193e-07
7,2022-09-08,179,1662678109362,4068505308.927095,13.919957636555408,131.679101,66.17,1832.9675075397008,4.505260208258331e-07
8,2022-09-09,203,1662764404067,4843410855.887578,16.538238200115256,176.810069,66.07,2924.127037300814,6.037330146680183e-07
9,2022-09-10,227,1662850902682,4752337053.770829,16.249530319669034,149.706344,66.19,2432.6577758748026,5.118866251173338e-07
10,2022-09-11,251,1662937217966,4693914315.930179,16.04948367418614,156.471708,66.21,2511.2901230180205,5.350097922527514e-07
11,2022-09-12,275,1663023802386,4793482652.542948,16.30100690254748,159.983431,66.26,2607.8910130242284,5.440493274009742e-07
12,2022-09-13,299,1663110102210,4673159557.789628,16.033470377354856,149.200361,66.38,2392.1995683841506,5.119019667104293e-07
13,2022-09-14,323,1663196606585,4190525006.0119457,14.370436640585403,143.747453,66.39,2065.713665582028,4.929486550297272e-07
14,2022-09-15,347,1663283030232,4500398528.07031,15.402020158054096,157.390494,66.54,2424.1315612740923,5.386481988548505e-07
15,2022-09-16,371,1663369446764,4865308992.709622,16.558700185608085,159.111319,66.39,2634.6766274576476,5.415229806381372e-07
16,2022-09-17,395,1663455835094,4931505298.434113,16.932362198201226,155.180387,66.29,2627.5705187410367,5.328130783060017e-07
17,2022-09-18,419,1663542036024,4825854245.949223,16.466810947066058,148.284327,66.32,2441.769979121923,5.0597673586423e-07
18,2022-09-19,443,1663628456748,4687868750.28845,15.985196620587017,154.416879,66.31,2468.384172352394,5.265472016895763e-07
19,2022-09-20,467,1663714906148,4596019874.086253,15.653194857046811,143.987589,66.28,2253.8657876133702,4.903951352171791e-07
20,2022-09-21,491,1663801426192,4347397839.436166,15.017417937712915,125.058246,66.19,1878.0519467393144,4.3199449788172313e-07
21,2022-09-22,515,1663887819758,4375403357.863721,14.830041303650356,296.316512,66.14,4394.386111913606,1.0043385152172927e-06
22,2022-09-23,539,1663974220356,4383945873.752188,15.09811991915298,442.117189,66.28,6675.138337840823,1.5226324708538474e-06
23,2022-09-24,563,1664060516822,4178647847.945829,14.243810720050144,95.521876,66.39,1360.5955213681007,3.256066485805815e-07
24,2022-09-25,587,1664146839828,4272622215.398913,14.698979517520486,106.274454,66.38,1562.1260225816732,3.6561295238124055e-07
25,2022-09-26,611,1664233324235,4314227605.646743,14.682929114319656,116.867085,66.38,1715.9511248521699,3.977423728424112e-07
26,2022-09-27,635,1664319821471,4256674478.713913,14.542954755567184,112.845642,66.38,1641.1090659689319,3.8553783573903146e-07
27,2022-09-28,659,1664406069216,3965802018.105789,13.53719559723308,109.070232,66.32,1476.5050644195906,3.7230932297644625e-07
28,2022-09-29,685,1664492526595,3819965691.0591455,13.062802263044029,122.376311,66.33,1598.57755227378,4.1847955755606517e-07
29,2022-09-30,697,1664535736078,3818834222.010161,13.051998672987729,45.719709,66.23,596.7335811973851,1.562606666081661e-07
