Date,Timestamp,P_ATOM,M_ATOM,P_OSMO,M_OSMO,P_JUNO,M_JUNO,P_ROWAN,M_ROWAN,P_STARS,M_STARS,P_EVMOS,M_EVMOS,P_AKASH,M_AKASH,P_SECRET,M_SECRET,P_KAVA,M_KAVA,P_ETH,M_ETH,P_BTC,M_BTC,Date
2022-09-01,1662073228827,12.744357980300023,3731936776.0615964,1.2301868670102785,542479273.9634938,5.394259944774377,315816249.086049,0.0037893775872374076,7944969.855936214,0.03194699969216619,35160783.53884344,2.5612306388608452,730004229.9248041,0.34119624629403084,57950030.182354085,1.0971324540306988,196024754.0720204,1.7477954211402602,437306039.3791453,1587.3501971501685,191028831646.1909,20086.461638325916,384387075058.39636,2022-09-01 23:00:28.827
2022-09-02,1662159723200,12.932816470761217,3776581982.091179,1.257006453080426,552242613.5761261,5.3918430921301095,316769856.04677284,0.00385228759747844,8086853.9565124195,0.03310238625268938,36357230.22172467,2.7546798807261585,785306490.6057786,0.34542153467069475,58685744.10907753,1.1140320713269634,199729618.6227852,1.7877384483974967,448756950.4105979,1639.7063537166205,197435384362.70206,20385.757561178234,390117534204.8062,2022-09-02 23:02:03.200
2022-09-03,1662246053294,12.779383473413658,3744391868.414839,1.2225223303807884,539315121.8488847,5.250381384411185,307459467.3045306,0.003788970590482841,7968208.396570187,0.03210323221002004,35383482.09490822,2.6264982511366415,752514378.5054327,0.338978632764162,57636848.836683065,1.074799848363192,192629116.13488993,1.7243811899315322,431847371.32605714,1580.8098383996648,190184553408.09277,20017.062557851583,383253252756.5038,2022-09-03 23:00:53.294
2022-09-04,1662332548514,12.94601707773633,3782230943.9801936,1.2222559402024027,540570548.4968824,5.192089483045609,304498232.74744874,0.0038333557504965318,8037247.070137414,0.03207345169213299,35507839.770259395,2.6793001176243423,765103840.649038,0.33443592411898054,56866718.32298711,1.0575782807658718,189901296.64942786,1.6979867311053916,425681318.1760933,1575.7879445215333,189454652975.9301,19920.195380243204,381230924434.4737,2022-09-04 23:02:28.514
2022-09-05,1662418826390,13.090080478046557,3831951139.724207,1.2250655317115096,541777782.5342726,5.234132642783857,307820011.67952126,0.003810273350724856,8036949.55131823,0.03198436237512797,35448362.56952003,2.5775830323167157,744295274.9970548,0.336750060512944,57273639.20720768,1.0484803979987944,188110804.92901874,1.7033866000071693,428091620.92445964,1602.9145357297193,192647559529.4321,19991.922291728963,382704582802.244,2022-09-05 23:00:26.390
2022-09-06,1662505239990,12.858289371787237,3768733122.5832367,1.2199188945282977,540050169.1399357,5.084152363429209,299371061.8225607,0.0038215198885306113,8080625.773567893,0.032224944223945645,35660758.97734376,2.580952239215069,746628197.0820192,0.3277432585415022,55770627.75053641,1.0882296647124052,195139926.61812314,1.695191177550961,426636155.44382846,1670.6671683395698,201418575884.52377,20055.02546048482,383073107653.482,2022-09-06 23:00:39.990
2022-09-07,1662591743407,13.080023524568787,3835550287.80419,1.2239639340398871,545663635.5891502,5.026984985054608,296227156.9818057,0.0037300869996189376,7950415.054605035,0.03306588175766003,36780398.16763895,2.4576075438680833,717594351.3064766,0.33174679876782154,56505317.874766886,1.0793758921953123,193461649.04748952,1.5991157100394298,401760435.1006645,1643.2745043780487,197518123542.48856,19358.963459849565,370181277469.0026,2022-09-07 23:02:23.407
2022-09-08,1662678109362,13.919957636555408,4068505308.927095,1.289315136373684,573683813.964147,5.171158107181114,305077775.9115112,0.003606491438278833,7699700.591964715,0.03411318162265717,37901166.3350287,2.6955859734680434,790802169.9125422,0.3468801903716122,59126553.919587806,1.099035473970872,197931245.26237038,1.6572349399030915,417321234.4210433,1643.3975881382694,198339931183.68686,19356.632688270314,371010564344.1391,2022-09-08 23:01:49.362
2022-09-09,1662764404067,16.538238200115256,4843410855.887578,1.4593914945618545,648956836.8495717,5.960188617319068,350951393.9658254,0.003966404680392471,8443932.403894437,0.03958831465041427,44030620.22349395,2.834728545014355,825562150.3110108,0.36639610965751984,62594175.65121956,1.3134280971013226,236219210.55025938,1.7537845413467157,440953945.5270671,1729.4958461464787,208463216668.86014,21364.42881625773,409447158164.4835,2022-09-09 23:00:04.067
2022-09-10,1662850902682,16.249530319669034,4752337053.770829,1.442434736768213,642546177.5457395,5.7955211699032585,338650271.94506353,0.003974772081244248,8533158.012753457,0.03881549629251125,43241950.088146605,2.7213602684422304,797147206.4713317,0.3628305977680044,61655085.79320184,1.2321387815834763,221690584.06869102,1.7590339001245325,440785531.4098735,1777.627434922153,213593444142.879,21700.506218753544,415169726889.7744,2022-09-10 23:01:42.682
2022-09-11,1662937217966,16.04948367418614,4693914315.930179,1.4323633811039407,642548411.1361489,5.812908573838385,346486970.6191804,0.003954350369991198,8456779.143662225,0.038330968029840894,43196456.70490615,2.802096208255488,820211982.1597508,0.35821374144577844,61238302.65135004,1.2188472783952293,219383316.53053075,1.759584067399567,443142304.42643416,1780.3909120725086,214678404124.3566,21774.051156897473,416831168749.4822,2022-09-11 23:00:17.966
2022-09-12,1663023802386,16.30100690254748,4793482652.542948,1.4429330410199375,643575072.3999087,5.874683977736992,346656075.0804231,0.003969594804462654,8506292.461069811,0.03918141449469886,43738253.92625042,2.8859963360624805,851700089.06886,0.3535569244726033,60320187.95707791,1.2109346879296208,217872299.04233754,1.7590103237381753,442071616.6065639,1777.1765698740758,214347027790.2057,22423.59437711096,429568461685.5473,2022-09-12 23:03:22.386
