,Timestamp,Marketcap,Price,Date
114,1649207291812,8483752264.922791,29.02429751686769,2022-04-06 01:08:11.812
115,1649210493100,8471131696.857149,28.969565824977124,2022-04-06 02:01:33.100
116,1649214187560,8500774830.329312,29.01943281719195,2022-04-06 03:03:07.560
117,1649217700651,8447902910.968151,28.802480687766234,2022-04-06 04:01:40.651
118,1649221308234,8460242613.447928,29.0344814464417,2022-04-06 05:01:48.234
119,1649224838144,8508341883.206093,29.1366635230045,2022-04-06 06:00:38.144
120,1649228563958,8511608597.79829,29.24541070061236,2022-04-06 07:02:43.958
121,1649232096534,8554521319.763566,29.21124237974424,2022-04-06 08:01:36.534
122,1649235987205,8499290436.737046,29.13581256069109,2022-04-06 09:06:27.205
123,1649239269126,8501403374.301365,29.0579834973858,2022-04-06 10:01:09.126
124,1649242861733,8458309335.556821,28.972528636424958,2022-04-06 11:01:01.733
125,1649246438954,8354169464.812978,28.556704391392604,2022-04-06 12:00:38.954
126,1649250401020,8309244982.277193,28.4098532893566,2022-04-06 13:06:41.020
127,1649253639026,8193824697.501548,27.9046958150061,2022-04-06 14:00:39.026
128,1649257217663,8120147493.810983,27.79961980347618,2022-04-06 15:00:17.663
129,1649260900918,8095928752.91665,27.77443399162084,2022-04-06 16:01:40.918
130,1649264463887,8001305557.502141,27.392033507977608,2022-04-06 17:01:03.887
131,1649268132962,8000860095.580993,27.50549643229032,2022-04-06 18:02:12.962
132,1649271629870,8014542273.799303,27.4788336892044,2022-04-06 19:00:29.870
133,1649275341964,8039348334.81853,27.587523512930307,2022-04-06 20:02:21.964
134,1649278901600,8095007997.231028,27.70814441910579,2022-04-06 21:01:41.600
135,1649282583154,8062887310.345273,27.629937299723323,2022-04-06 22:03:03.154
136,1649286183923,7917834987.211219,27.10111643602316,2022-04-06 23:03:03.923
137,1649289791282,7876472319.348237,26.85019606893456,2022-04-07 00:03:11.282
138,1649293310492,7762615045.15992,26.569182318792272,2022-04-07 01:01:50.492
139,1649296915516,7886493253.356967,27.078312779487245,2022-04-07 02:01:55.516
140,1649300572135,7912789252.571734,27.2240322722817,2022-04-07 03:02:52.135
141,1649304178938,7931478394.411621,27.152912677560423,2022-04-07 04:02:58.938
142,1649307736834,7903823390.113978,27.176072675945708,2022-04-07 05:02:16.834
143,1649311311222,7927226305.760134,27.13094309922819,2022-04-07 06:01:51.222
144,1649314898265,7986999345.086244,27.36905422987736,2022-04-07 07:01:38.265
145,1649318601307,8044700843.43346,27.558478635887948,2022-04-07 08:03:21.307
146,1649322345242,8025793171.773689,27.460698294099966,2022-04-07 09:05:45.242
147,1649326414445,7974259085.88877,27.275359550877265,2022-04-07 10:13:34.445
148,1649329321953,7959276699.174927,27.32044625835761,2022-04-07 11:02:01.953
149,1649332925683,8060801500.4993105,27.54599772953309,2022-04-07 12:02:05.683
150,1649336573414,8036320201.000559,27.443270555372884,2022-04-07 13:02:53.414
151,1649340142984,7988112697.848081,27.444801670719944,2022-04-07 14:02:22.984
152,1649343635017,7962324072.045713,27.17696833761182,2022-04-07 15:00:35.017
153,1649347469509,7903660437.819653,27.213518843594656,2022-04-07 16:04:29.509
154,1649351039628,7963258078.432148,27.295398144512312,2022-04-07 17:03:59.628
155,1649354497929,8008894794.086008,27.40653909011399,2022-04-07 18:01:37.929
156,1649358019320,8062450088.217312,27.633944174922004,2022-04-07 19:00:19.320
157,1649361746968,8052636983.917033,27.531076936386675,2022-04-07 20:02:26.968
158,1649365303985,8083752069.948417,27.647321274916976,2022-04-07 21:01:43.985
159,1649368937898,8019298246.000293,27.443382353855025,2022-04-07 22:02:17.898
160,1649372534044,8068640278.374452,27.736808059282037,2022-04-07 23:02:14.044
161,1649376142993,8124195282.470744,27.737574302350843,2022-04-08 00:02:22.993
162,1649379603437,8080909290.850582,27.585789918654832,2022-04-08 01:00:03.437
163,1649383347282,8123053408.810277,27.79241640005348,2022-04-08 02:02:27.282
164,1649386919254,8147957697.470063,27.82930781665935,2022-04-08 03:01:59.254
165,1649390410358,8123634092.423959,27.862780679903263,2022-04-08 04:00:10.358
166,1649394148913,8121154963.989232,27.844118111365106,2022-04-08 05:02:28.913
167,1649397726453,8177288185.117735,27.93979188070322,2022-04-08 06:02:06.453
168,1649401283025,8170944948.777568,27.95725249457952,2022-04-08 07:01:23.025
169,1649404955488,8102530473.370319,27.90691320913104,2022-04-08 08:02:35.488
170,1649408504547,8202808207.99684,27.99086174132744,2022-04-08 09:01:44.547
171,1649412222129,8137944769.332543,27.801846326854704,2022-04-08 10:03:42.129
172,1649415756734,8095950073.664575,27.65624694189199,2022-04-08 11:02:36.734
173,1649419334456,7994086884.290688,27.22951150673245,2022-04-08 12:02:14.456
174,1649422883133,7944301401.26554,27.15783491482787,2022-04-08 13:01:23.133
175,1649426489571,7975956579.910707,27.429254802717537,2022-04-08 14:01:29.571
176,1649430220934,8371752872.545298,28.720583196046167,2022-04-08 15:03:40.934
177,1649433776951,8347548682.086138,28.499661691404008,2022-04-08 16:02:56.951
178,1649437359192,8281610464.855082,28.2328218318298,2022-04-08 17:02:39.192
179,1649440922264,8211794569.48984,28.13027830348531,2022-04-08 18:02:02.264
180,1649444573120,8209432665.189377,28.084618843269823,2022-04-08 19:02:53.120
181,1649448113684,8145722005.446202,27.81466705793385,2022-04-08 20:01:53.684
182,1649451742056,8111795404.759432,27.7709427931084,2022-04-08 21:02:22.056
183,1649455369630,8047506042.267923,27.37352697029876,2022-04-08 22:02:49.630
184,1649458945499,7921557322.555131,27.09845723397645,2022-04-08 23:02:25.499
185,1649462644971,7826780881.97016,26.89596564987625,2022-04-09 00:04:04.971
186,1649466189444,7928927819.219211,27.15869561560438,2022-04-09 01:03:09.444
187,1649469721004,7901419920.906876,27.13835989903778,2022-04-09 02:02:01.004
188,1649473435978,7865159056.171766,26.757997373437203,2022-04-09 03:03:55.978
189,1649477020900,7866774164.327084,26.95443787643573,2022-04-09 04:03:40.900
190,1649480605455,7937891276.655957,27.04770520273781,2022-04-09 05:03:25.455
191,1649484059362,7923082550.588081,27.1489172429508,2022-04-09 06:00:59.362
192,1649487729622,7922806046.957749,27.07106794033691,2022-04-09 07:02:09.622
193,1649491367453,7897166880.148111,27.09792058129896,2022-04-09 08:02:47.453
194,1649494985076,7949017142.045221,27.22712500087066,2022-04-09 09:03:05.076
