,Date,Index,Timestamp,Marketcap,Price,TxFee,Bonded Ratio,FeeValue,AggValue
0,2022-05-01,16,1651446025921,5445392102.407974,18.56691424173305,175.711912,62.21,3262.428001354944,5.991171875230593e-07
1,2022-05-02,40,1651532524256,5355785598.455359,18.216935440397503,196.947744,62.16,3587.784337579935,6.69889462829631e-07
2,2022-05-03,64,1651618920869,5502448418.95578,18.88509229298087,211.592971,61.65,3995.952785881025,7.262135837775562e-07
3,2022-05-04,88,1651705260149,5851690064.642606,19.99219136869407,209.850464,61.4,4195.370635097245,7.169502466384435e-07
4,2022-05-05,112,1651791701826,5937066073.36986,20.3006879540608,170.311233,61.5,3457.4351962043415,5.823474344865953e-07
5,2022-05-06,136,1651878266780,5255216522.567628,17.94676385121454,143.277724,61.69,2571.371477767494,4.892988646091325e-07
6,2022-05-07,160,1651964554032,5183781530.002381,17.693413666774447,131.892975,61.95,2333.6369664165404,4.5018042386818497e-07
7,2022-05-08,184,1652050877989,4845566551.434993,16.468572938942277,136.146965,61.97,2242.146223518121,4.627211699020251e-07
8,2022-05-09,208,1652137248826,4673179715.128683,15.96466710800484,156.808755,62.0,2503.3995731956893,5.356951210524448e-07
9,2022-05-10,232,1652223805251,4371972400.836682,15.009629313819884,168.184868,62.07,2524.392524873728,5.774035820515757e-07
10,2022-05-11,256,1652310118522,4041818287.555511,13.895740074073338,214.49555,62.1,2980.5744098454015,7.374340452222683e-07
11,2022-05-12,280,1652396432716,3185504639.648477,11.156739886374767,246.077745,62.26,2745.425392790659,8.618494409393228e-07
12,2022-05-13,304,1652482930615,3374858481.936235,11.61570761663446,194.77353,62.17,2262.4323759397803,6.70378443436766e-07
13,2022-05-14,328,1652569327657,3189465903.583693,10.861138888389531,156.185394,62.06,1696.351256571841,5.318606023239866e-07
14,2022-05-15,352,1652655858558,3558643213.7338533,12.150744852655825,137.652585,62.04,1672.5814386435181,4.700053751352575e-07
15,2022-05-16,376,1652742189013,3601404838.118223,12.358513197583822,125.719005,61.92,1553.6999824796064,4.3141497618785705e-07
16,2022-05-17,400,1652828649543,3475151751.5154343,11.837070150854345,124.969909,61.84,1479.2775795788837,4.256728008881352e-07
17,2022-05-18,424,1652914905865,3414334060.183804,11.639982684676625,125.177292,62.11,1457.0615113947097,4.26748374854765e-07
18,2022-05-19,448,1653002343032,3165477542.506946,10.826838448229894,129.984395,62.12,1407.3200454559017,4.4458380340975474e-07
19,2022-05-20,467,1653087660273,3539380194.1134944,12.106168442195315,133.661878,62.12,1618.1332093681604,4.571798226309092e-07
20,2022-05-21,491,1653174183709,3336023716.5456104,11.428367675317403,111.721537,61.97,1276.7948020875772,3.827295338924251e-07
21,2022-05-22,515,1653260486226,3369152208.666767,11.522340978300535,121.89315,61.9,1404.494437219134,4.168687996957303e-07
22,2022-05-23,539,1653346858389,3558290789.301488,12.188741008982158,128.072313,61.85,1561.0402535782987,4.387050823029389e-07
23,2022-05-24,563,1653433338668,3323996271.7376056,11.348811709466933,107.001934,61.86,1214.344801514808,3.65326764003864e-07
24,2022-05-25,587,1653519703771,3305849993.8710947,11.323008208503031,104.533309,61.81,1183.6315158689838,3.580415076495867e-07
25,2022-05-26,611,1653606105386,3187928551.3192115,10.885280578287464,114.260914,61.74,1243.7621080215742,3.901474226914174e-07
26,2022-05-27,635,1653692500649,2887196877.269668,9.828004754599904,105.67245,61.72,1038.5493410302206,3.597085287832343e-07
27,2022-05-28,659,1653778966714,2810502852.1537232,9.593693053337798,96.416557,61.71,924.9908531176478,3.2911934332634313e-07
28,2022-05-29,683,1653865242161,2822650473.6011667,9.64724523086475,111.64761,61.71,1077.0918731099475,3.8158882340674033e-07
29,2022-05-30,707,1653951673870,3083737047.3034105,10.533041701158686,133.729711,61.73,1408.5806226468994,4.5677715091779305e-07
30,2022-05-31,714,1653976878876,3139053033.7594147,10.706525929825142,30.9241,61.74,331.08967850650566,1.0547438190618389e-07
