,Unnamed: 0,Timestamp,Marketcap,Price,TxFee,Bonded_Ratio,FeeValue,AggValue
count,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
mean,15.0,1671230280282.258,2806491493.50067,9.59728268760625,118.53394858064516,62.739354838709666,1142.6612808674033,4.052998148181212e-07
std,9.092121131323903,783218566.3643597,161242645.09505233,0.5522798120362807,32.254091364275375,0.2404985860508813,341.42637426165527,1.1008442442050692e-07
min,0.0,1669935613798.0,2567822813.894068,8.785601635487865,43.047819,62.15,404.1274871020738,1.4712592147175994e-07
25%,7.5,1670583683646.5,2643683461.6611853,9.04313293262273,104.238974,62.59,938.976668714087,3.5657059413699493e-07
50%,15.0,1671231719234.0,2782782617.1276493,9.510472527860728,113.007854,62.83,1103.238408714186,3.8678883074150797e-07
75%,22.5,1671879686522.0,2935209110.0353293,9.994212442677519,137.8145185,62.87,1325.2580967940437,4.706778436599435e-07
max,30.0,1672484437972.0,3092738506.6129947,10.540746683809088,201.087397,63.04,2086.501629995614,6.887919879063922e-07
